1751822144.112534,0
1751822144.216371,0
1751822144.320518,0
1751822144.430478,0
1751822144.534091,0
1751822144.636707,0
1751822144.740206,0
1751822144.842797,0
1751822144.946320,0
1751822145.053903,0
1751822145.156159,6
1751822145.260066,12
1751822145.372850,18
1751822145.476129,17
1751822145.580965,21
1751822145.683978,20
1751822145.786895,26
1751822145.889781,27
1751822145.992954,25
1751822146.096993,31
1751822146.200382,30
1751822146.302969,32
1751822146.405758,33
1751822146.509473,35
1751822146.611703,33
1751822146.715204,29
1751822146.821100,26
1751822146.925201,24
1751822147.037292,16
1751822147.141434,15
1751822147.245292,23
1751822147.348125,21
1751822147.452115,17
1751822147.555380,22
1751822147.658388,23
1751822147.766970,29
1751822147.870612,28
1751822147.973242,33
1751822148.077465,33
1751822148.180869,34
1751822148.284018,35
1751822148.387417,36
1751822148.491426,31
1751822148.595450,25
1751822148.698568,18
1751822148.802269,18
1751822148.913631,11
1751822149.016882,12
1751822149.120785,16
1751822149.224040,14
1751822149.326967,19
1751822149.432812,19
1751822149.536567,25
1751822149.641482,25
1751822149.744988,29
1751822149.847919,29
1751822149.950682,31
1751822150.053957,31
1751822150.160234,30
1751822150.263070,30
1751822150.365808,23
1751822150.469097,23
1751822150.572995,20
1751822150.675958,13
1751822150.779651,11
1751822150.883053,7
1751822150.986217,8
1751822151.089098,7
1751822151.191665,6
1751822151.295140,7
1751822151.398322,6
1751822151.501482,7
1751822151.605602,7
1751822151.708449,7
1751822151.812793,7
1751822151.916304,6
1751822152.019354,6
1751822152.123250,7
1751822152.226439,7
1751822152.329518,7
1751822152.432839,7
1751822152.536483,7
1751822152.639940,7
1751822152.742879,8
1751822152.845864,8
1751822152.949959,8
1751822153.052662,8
1751822153.155599,9
1751822153.258284,8
1751822153.360936,9
1751822153.466142,9
1751822153.569538,9
1751822153.702403,6
1751822153.806726,9
1751822153.910208,8
1751822154.012805,9
1751822154.115490,9
1751822154.218316,9
1751822154.321563,9
1751822154.426773,8
1751822154.529490,9
1751822154.632081,10
1751822154.735384,9
1751822154.838457,9
1751822154.941711,9
1751822155.045208,7
1751822155.148329,8
1751822155.253995,3
1751822155.357998,1
1751822155.461156,2
1751822155.564945,3
1751822155.668376,5
1751822155.773763,7
1751822155.877242,15
1751822155.980630,16
1751822156.083841,20
1751822156.186747,20
1751822156.291483,25
1751822156.394225,27
1751822156.499243,28
1751822156.603329,30
1751822156.707174,31
1751822156.811049,34
1751822156.913809,33
1751822157.016518,34
1751822157.119720,35
1751822157.222176,28
1751822157.326529,28
1751822157.429295,24
1751822157.533099,18
1751822157.635454,15
1751822157.739199,12
1751822157.843173,19
1751822157.946711,16
1751822158.049797,21
1751822158.152954,21
1751822158.256201,25
1751822158.361001,30
1751822158.463840,28
1751822158.566455,32
1751822158.669454,35
1751822158.772873,34
1751822158.877079,37
1751822158.982731,38
1751822159.086019,31
1751822159.189367,25
1751822159.292972,21
1751822159.399812,21
1751822159.513388,13
1751822159.618405,11
1751822159.727756,18
1751822159.836275,17
1751822159.938514,20
1751822160.041116,21
1751822160.143934,25
1751822160.247513,27
1751822160.351594,26
1751822160.454625,27
1751822160.557488,30
1751822160.661762,29
1751822160.764923,29
1751822160.871714,33
1751822160.974643,31
1751822161.077687,28
1751822161.182501,26
1751822161.286040,21
1751822161.389796,16
1751822161.493027,13
1751822161.597816,7
1751822161.702901,8
1751822161.809783,8
1751822161.911986,5
1751822162.018650,7
1751822162.127959,9
1751822162.230304,5
1751822162.336231,7
1751822162.439492,9
1751822162.545723,8
1751822162.652914,8
1751822162.756310,11
1751822162.859102,9
1751822162.962892,10
1751822163.066272,10
1751822163.169541,10
1751822163.279826,11
1751822163.384296,9
1751822163.490499,11
1751822163.598538,10
1751822163.705923,9
1751822163.809309,8
1751822163.912905,10
1751822164.019178,10
1751822164.121882,9
1751822164.229317,10
1751822164.335271,9
1751822164.442456,9
1751822164.550240,9
1751822164.653236,8
1751822164.755727,9
1751822164.858634,7
1751822164.964081,9
1751822165.067347,9
