1751819105.459321,1
1751819105.570282,0
1751819105.684892,0
1751819105.792523,0
1751819105.895486,0
1751819105.998031,0
1751819106.116966,0
1751819106.219585,0
1751819106.324008,0
1751819106.427019,0
1751819106.531185,5
1751819106.634665,17
1751819106.738057,19
1751819106.840361,20
1751819106.943950,18
1751819107.051526,20
1751819107.161498,19
1751819107.276167,19
1751819107.394825,16
1751819107.497604,18
1751819107.606270,20
1751819107.709257,12
1751819107.812289,9
1751819107.915277,8
1751819108.018007,4
1751819108.121561,7
1751819108.224608,10
1751819108.327016,11
1751819108.429600,13
1751819108.532215,12
1751819108.635899,13
1751819108.744006,13
1751819108.847080,14
1751819108.954514,13
1751819109.057567,14
1751819109.161197,14
1751819109.263656,15
1751819109.367067,16
1751819109.469962,16
1751819109.573846,16
1751819109.676693,15
1751819109.779302,17
1751819109.881961,16
1751819109.991249,17
1751819110.096690,17
1751819110.240148,19
1751819110.342545,20
1751819110.466014,18
1751819110.572251,15
1751819110.677263,15
1751819110.791816,12
1751819110.894919,5
1751819110.999467,16
1751819111.105583,15
1751819111.210972,15
1751819111.314721,17
1751819111.417344,13
1751819111.520466,15
1751819111.623338,16
1751819111.729615,16
1751819111.832464,16
1751819111.935239,17
1751819112.038173,18
1751819112.141044,19
1751819112.247714,19
1751819112.350426,19
1751819112.453886,20
1751819112.561901,20
1751819112.664470,18
1751819112.770164,20
1751819112.872493,16
1751819112.976561,15
1751819113.087915,9
1751819113.191162,6
1751819113.295547,14
1751819113.399227,14
1751819113.502515,14
1751819113.605563,15
1751819113.708181,16
1751819113.811217,17
1751819113.915875,16
1751819114.022856,17
1751819114.129433,17
1751819114.234300,17
1751819114.337841,19
1751819114.444575,19
1751819114.549101,19
1751819114.652849,19
1751819114.758227,18
1751819114.870958,18
1751819114.973850,19
1751819115.078921,17
1751819115.182375,14
1751819115.285627,8
1751819115.389782,1
1751819115.492659,3
1751819115.597272,5
1751819115.700140,4
1751819115.802872,5
1751819115.905272,5
1751819116.012876,5
1751819116.115778,4
1751819116.220078,6
1751819116.323633,5
1751819116.435139,6
1751819116.538073,7
1751819116.642540,8
1751819116.745366,8
1751819116.848354,9
1751819116.950874,9
1751819117.055827,9
1751819117.164474,10
1751819117.267776,11
1751819117.371268,11
1751819117.479893,12
1751819117.582401,12
1751819117.691069,12
1751819117.795579,14
1751819117.898827,13
1751819118.003546,13
1751819118.108491,13
1751819118.212697,14
1751819118.315433,14
1751819118.418289,14
1751819118.521647,16
1751819118.624762,16
1751819118.728424,15
1751819118.830746,15
1751819118.961498,15
1751819119.064130,15
1751819119.174946,17
1751819119.279799,17
1751819119.402762,18
1751819119.527336,18
1751819119.630251,19
1751819119.732841,19
1751819119.835546,18
1751819119.938060,20
1751819120.041718,19
1751819120.146499,19
1751819120.249496,18
1751819120.358437,17
1751819120.462357,18
1751819120.588080,19
1751819120.690788,16
1751819120.793294,17
1751819120.895952,13
1751819120.998744,12
1751819121.101594,12
1751819121.204229,12
1751819121.307581,13
1751819121.410142,15
1751819121.513847,14
1751819121.621488,15
1751819121.724552,14
1751819121.836141,17
1751819121.939673,17
1751819122.043636,18
1751819122.157449,17
1751819122.260386,17
1751819122.365330,17
1751819122.597902,17
1751819122.977336,19
1751819123.362680,8
1751819123.868388,10
1751819124.384230,11
1751819124.864399,11
1751819125.306452,13
1751819125.889515,16
1751819126.424672,17
1751819126.999260,18
1751819127.455845,18
1751819128.059896,14
1751819128.818600,16
1751819129.474174,18
1751819129.974379,13
1751819130.389993,16
1751819130.932921,18
1751819131.406149,19
1751819131.885791,17
1751819132.380033,10
1751819132.780875,10
1751819133.485894,12
1751819133.973200,13
1751819134.458185,14
1751819134.926528,15
1751819135.457903,18
1751819136.179339,18
1751819136.933745,19
1751819137.468209,18
1751819137.936872,17
1751819138.424323,18
1751819138.924466,19
1751819139.481132,13
1751819140.003329,13
1751819140.469852,13
1751819141.035000,14
1751819141.550324,15
1751819142.165226,17
1751819142.672303,18
1751819143.139301,18
1751819143.712946,18
1751819144.205330,15
1751819144.657899,15
1751819145.116445,16
1751819145.594060,16
1751819146.165694,18
1751819146.681505,12
1751819147.215612,14
1751819147.685278,13
1751819148.176633,14
1751819148.632023,13
1751819149.183029,16
1751819149.689604,17
1751819150.182750,19
1751819150.650982,18
1751819151.210975,15
1751819151.731586,18
1751819152.304812,19
1751819152.768485,19
1751819153.241691,17
1751819153.725703,13
1751819154.208989,16
1751819154.691294,14
1751819155.178279,17
1751819155.863577,18
1751819156.548827,17
